102,GOOG,10.0,sell
103,INTC,20.0,buy
104,INTC,20.0,buy
105,GOOG,10.0,sell
106,AAPL,20.0,buy
107,NDX,10.0,sell
108,MSFT,10.0,sell
109,OEX,10.0,sell
110,OEX,10.0,sell
111,SPX,10.0,sell
112,GOOG,10.0,sell
113,DJX,20.0,buy
114,SPX,20.0,buy
115,CPQ,20.0,buy
116,INTC,10.0,sell
117,MSFT,20.0,buy
118,OEX,20.0,buy
119,DJX,20.0,buy
120,DJX,10.0,sell
121,DJX,20.0,buy
122,GOOG,20.0,buy
123,IBM,10.0,sell
124,DJX,10.0,sell
125,INTC,20.0,buy
126,NDX,10.0,sell
127,MSFT,20.0,buy
128,CPQ,10.0,sell
129,NDX,20.0,buy
130,IBM,10.0,sell
131,AAPL,20.0,buy
132,CPQ,10.0,sell
133,DJX,10.0,sell
134,GOOG,10.0,sell
135,SPX,10.0,sell
136,NDX,10.0,sell
137,NDX,10.0,sell
138,SPX,10.0,sell
139,MSFT,20.0,buy
140,CPQ,10.0,sell
141,MSFT,10.0,sell
142,DJX,10.0,sell
143,OEX,20.0,buy
144,NDX,20.0,buy
145,OEX,20.0,buy
146,AAPL,10.0,sell
147,IBM,10.0,sell
148,CPQ,20.0,buy
149,INTC,10.0,sell
150,CPQ,20.0,buy
151,MSFT,20.0,buy
152,INTC,10.0,sell
153,IBM,20.0,buy
154,MSFT,10.0,sell
155,INTC,10.0,sell
156,MSFT,10.0,sell
157,GOOG,20.0,buy
158,INTC,10.0,sell
159,OEX,20.0,buy
160,IBM,10.0,sell
161,SPX,20.0,buy
162,CPQ,10.0,sell
163,AAPL,10.0,sell
164,OEX,10.0,sell
165,GOOG,10.0,sell
166,IBM,10.0,sell
167,GOOG,20.0,buy
168,CPQ,10.0,sell
169,IBM,20.0,buy
170,INTC,20.0,buy
171,MSFT,10.0,sell
172,SPX,10.0,sell
173,GOOG,10.0,sell
174,IBM,20.0,buy
175,GOOG,20.0,buy
176,SPX,20.0,buy
177,NDX,10.0,sell
178,OEX,10.0,sell
179,INTC,20.0,buy
180,OEX,20.0,buy
181,GOOG,20.0,buy
182,SPX,20.0,buy
183,MSFT,10.0,sell
184,AAPL,10.0,sell
185,MSFT,20.0,buy
186,SPX,10.0,sell
187,SPX,20.0,buy
188,IBM,10.0,sell
189,AAPL,20.0,buy
190,GOOG,20.0,buy
191,DJX,20.0,buy
192,SPX,10.0,sell
193,NDX,20.0,buy
194,AAPL,10.0,sell
195,AAPL,10.0,sell
196,MSFT,10.0,sell
197,CPQ,20.0,buy
198,AAPL,10.0,sell
199,IBM,10.0,sell
200,CPQ,20.0,buy
202,DJX,20.0,buy
203,SPX,20.0,buy
204,DJX,20.0,buy
205,AAPL,10.0,sell
206,GOOG,10.0,sell
207,NDX,10.0,sell
208,AAPL,20.0,buy
209,CPQ,10.0,sell
210,CPQ,10.0,sell
211,AAPL,10.0,sell
212,CPQ,20.0,buy
213,CPQ,10.0,sell
214,DJX,10.0,sell
215,DJX,10.0,sell
216,NDX,10.0,sell
217,DJX,10.0,sell
218,INTC,20.0,buy
219,NDX,10.0,sell
220,MSFT,10.0,sell
221,DJX,20.0,buy
222,NDX,10.0,sell
223,INTC,20.0,buy
224,NDX,10.0,sell
225,MSFT,10.0,sell
226,OEX,10.0,sell
227,INTC,20.0,buy
228,OEX,10.0,sell
229,SPX,10.0,sell
230,GOOG,20.0,buy
231,DJX,10.0,sell
232,SPX,10.0,sell
233,AAPL,20.0,buy
234,MSFT,20.0,buy
235,OEX,20.0,buy
236,AAPL,20.0,buy
237,OEX,20.0,buy
238,SPX,20.0,buy
239,DJX,20.0,buy
240,GOOG,10.0,sell
241,IBM,20.0,buy
242,IBM,10.0,sell
243,MSFT,20.0,buy
244,MSFT,10.0,sell
245,MSFT,20.0,buy
246,CPQ,10.0,sell
247,CPQ,20.0,buy
248,GOOG,10.0,sell
249,INTC,10.0,sell
250,MSFT,20.0,buy
251,MSFT,10.0,sell
252,CPQ,10.0,sell
253,NDX,20.0,buy
254,INTC,10.0,sell
255,GOOG,20.0,buy
256,DJX,20.0,buy
257,MSFT,10.0,sell
258,IBM,10.0,sell
259,AAPL,10.0,sell
260,GOOG,10.0,sell
261,MSFT,20.0,buy
262,NDX,10.0,sell
263,OEX,10.0,sell
264,OEX,20.0,buy
265,DJX,10.0,sell
266,CPQ,10.0,sell
267,OEX,10.0,sell
268,AAPL,10.0,sell
269,AAPL,10.0,sell
270,SPX,10.0,sell
271,CPQ,10.0,sell
272,CPQ,20.0,buy
273,INTC,10.0,sell
274,CPQ,10.0,sell
275,AAPL,10.0,sell
276,OEX,10.0,sell
277,GOOG,10.0,sell
278,GOOG,10.0,sell
279,SPX,10.0,sell
280,NDX,20.0,buy
281,OEX,10.0,sell
282,AAPL,10.0,sell
283,AAPL,20.0,buy
284,OEX,10.0,sell
285,NDX,20.0,buy
286,GOOG,20.0,buy
287,INTC,20.0,buy
288,DJX,10.0,sell
289,AAPL,10.0,sell
290,OEX,10.0,sell
291,NDX,10.0,sell
292,GOOG,10.0,sell
293,AAPL,10.0,sell
294,IBM,20.0,buy
295,CPQ,10.0,sell
296,SPX,20.0,buy
297,OEX,20.0,buy
298,OEX,20.0,buy
299,CPQ,10.0,sell
300,SPX,10.0,sell
301,OEX,10.0,sell
302,AAPL,20.0,buy
303,AAPL,20.0,buy
304,CPQ,20.0,buy
305,OEX,20.0,buy
306,DJX,20.0,buy
307,DJX,10.0,sell
308,CPQ,20.0,buy
309,SPX,10.0,sell
310,INTC,20.0,buy
312,IBM,10.0,sell
313,MSFT,10.0,sell
314,GOOG,10.0,sell
315,IBM,20.0,buy
316,CPQ,10.0,sell
317,IBM,10.0,sell
318,INTC,10.0,sell
319,INTC,20.0,buy
320,OEX,10.0,sell
321,IBM,10.0,sell
322,MSFT,10.0,sell
323,CPQ,10.0,sell
324,GOOG,10.0,sell
325,AAPL,10.0,sell
326,IBM,10.0,sell
327,OEX,10.0,sell
328,IBM,10.0,sell
329,GOOG,10.0,sell
330,MSFT,20.0,buy
331,INTC,10.0,sell
332,GOOG,20.0,buy
333,AAPL,20.0,buy
334,OEX,10.0,sell
335,OEX,20.0,buy
336,GOOG,10.0,sell
337,INTC,10.0,sell
338,DJX,10.0,sell
339,INTC,10.0,sell
340,DJX,10.0,sell
341,MSFT,10.0,sell
342,IBM,10.0,sell
343,MSFT,10.0,sell
344,AAPL,10.0,sell
345,GOOG,10.0,sell
346,GOOG,10.0,sell
347,NDX,10.0,sell
348,NDX,10.0,sell
349,MSFT,10.0,sell
350,OEX,10.0,sell
351,SPX,10.0,sell
352,AAPL,10.0,sell
353,SPX,20.0,buy
354,GOOG,10.0,sell
355,INTC,20.0,buy
356,DJX,10.0,sell
357,OEX,10.0,sell
358,IBM,20.0,buy
359,OEX,20.0,buy
360,INTC,10.0,sell
361,NDX,20.0,buy
362,GOOG,20.0,buy
363,INTC,10.0,sell
364,GOOG,10.0,sell
365,CPQ,20.0,buy
366,CPQ,10.0,sell
367,DJX,10.0,sell
368,IBM,20.0,buy
369,GOOG,10.0,sell
370,AAPL,10.0,sell
371,MSFT,10.0,sell
372,AAPL,10.0,sell
373,SPX,10.0,sell
374,SPX,20.0,buy
375,MSFT,10.0,sell
376,INTC,20.0,buy
377,GOOG,20.0,buy
378,AAPL,20.0,buy
379,GOOG,20.0,buy
380,IBM,10.0,sell
381,IBM,10.0,sell
382,NDX,10.0,sell
383,DJX,10.0,sell
384,MSFT,20.0,buy
385,CPQ,20.0,buy
386,GOOG,20.0,buy
387,NDX,20.0,buy
388,INTC,10.0,sell
389,INTC,10.0,sell
390,GOOG,10.0,sell
391,DJX,10.0,sell
392,INTC,10.0,sell
393,DJX,20.0,buy
394,GOOG,10.0,sell
395,CPQ,10.0,sell
396,AAPL,20.0,buy
397,NDX,10.0,sell
398,MSFT,20.0,buy
399,IBM,20.0,buy
400,IBM,10.0,sell
401,DJX,10.0,sell
402,AAPL,10.0,sell
403,CPQ,10.0,sell
404,GOOG,10.0,sell
405,MSFT,10.0,sell
406,IBM,20.0,buy
407,DJX,20.0,buy
408,CPQ,10.0,sell
409,GOOG,10.0,sell
410,MSFT,20.0,buy
411,NDX,10.0,sell
412,CPQ,20.0,buy
413,CPQ,10.0,sell
414,INTC,20.0,buy
415,CPQ,20.0,buy
416,GOOG,20.0,buy
417,NDX,20.0,buy
418,INTC,20.0,buy
419,AAPL,10.0,sell
420,SPX,10.0,sell
421,MSFT,10.0,sell
422,AAPL,10.0,sell
423,NDX,10.0,sell
424,NDX,10.0,sell
425,CPQ,10.0,sell
426,INTC,10.0,sell
427,SPX,10.0,sell
428,AAPL,10.0,sell
429,INTC,10.0,sell
430,GOOG,20.0,buy
431,OEX,10.0,sell
432,NDX,20.0,buy
433,SPX,10.0,sell
434,INTC,10.0,sell
435,INTC,10.0,sell
436,SPX,20.0,buy
437,CPQ,10.0,sell
438,MSFT,10.0,sell
